,dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1078,1839-11-01,3.92,1.4509999999999998,,,,,,
1079,1839-12-01,1.0739999999999998,1.619,,,,,,
1080,1840-01-01,2.5610000000000004,1.4680000000000002,,,,,,
1081,1840-02-01,2.1020000000000003,1.561,,,,,,
1082,1840-03-01,4.04,1.469,,,,,,
1083,1840-04-01,7.943,0.7759999999999999,,,,,,
1084,1840-05-01,11.173,0.698,,,,,,
1085,1840-06-01,13.411,1.028,,,,,,
1086,1840-07-01,14.714,0.462,,,,,,
1087,1840-08-01,13.086,0.9359999999999999,,,,,,
1088,1840-09-01,11.01,0.586,,,,,,
1089,1840-10-01,7.505,0.853,,,,,,
1090,1840-11-01,4.101,0.982,,,,,,
1091,1840-12-01,1.909,1.075,,,,,,
1092,1841-01-01,0.6490000000000002,1.761,,,,,,
1093,1841-02-01,2.468,1.6019999999999999,,,,,,
1094,1841-03-01,3.307,1.324,,,,,,
1095,1841-04-01,6.77,0.9420000000000001,,,,,,
1096,1841-05-01,10.764,0.573,,,,,,
1097,1841-06-01,13.062,0.64,,,,,,
1098,1841-07-01,14.552,0.737,,,,,,
1099,1841-08-01,13.708,0.7490000000000001,,,,,,
1100,1841-09-01,10.921,0.583,,,,,,
1101,1841-10-01,8.764999999999999,0.654,,,,,,
1102,1841-11-01,4.744,0.878,,,,,,
1103,1841-12-01,2.548,0.981,,,,,,
1104,1842-01-01,1.636,1.64,,,,,,
1105,1842-02-01,2.787,1.56,,,,,,
1106,1842-03-01,5.75,1.1640000000000001,,,,,,
1107,1842-04-01,8.309999999999999,0.76,,,,,,
1108,1842-05-01,10.535,0.643,,,,,,
1109,1842-06-01,12.629,0.6609999999999999,,,,,,
1110,1842-07-01,13.584,0.509,,,,,,
1111,1842-08-01,13.241,0.642,,,,,,
1112,1842-09-01,10.94,0.677,,,,,,
1113,1842-10-01,8.307,0.759,,,,,,
1114,1842-11-01,4.824,0.792,,,,,,
1115,1842-12-01,3.73,0.963,,,,,,
1116,1843-01-01,2.974,1.212,,,,,,
1117,1843-02-01,3.92,1.045,,,,,,
1118,1843-03-01,4.744,0.88,,,,,,
1119,1843-04-01,7.829999999999999,0.691,,,,,,
1120,1843-05-01,10.04,0.636,,,,,,
1121,1843-06-01,12.53,0.523,,,,,,
1122,1843-07-01,13.991,0.545,,,,,,
1123,1843-08-01,13.295,0.564,,,,,,
1124,1843-09-01,11.325999999999999,0.534,,,,,,
1125,1843-10-01,8.722000000000001,0.596,,,,,,
1126,1843-11-01,4.947,0.775,,,,,,
1127,1843-12-01,3.765,0.997,,,,,,
1128,1844-01-01,1.868,1.17,,,,,,
1129,1844-02-01,2.0380000000000003,1.137,,,,,,
1130,1844-03-01,4.734,0.9990000000000001,,,,,,
1131,1844-04-01,7.3889999999999985,0.81,,,,,,
1132,1844-05-01,10.109,0.648,,,,,,
1133,1844-06-01,12.84,0.7240000000000001,,,,,,
1134,1844-07-01,13.921,0.605,,,,,,
1135,1844-08-01,13.046,0.6920000000000001,,,,,,
1136,1844-09-01,10.819,0.8170000000000001,,,,,,
1137,1844-10-01,8.7,0.919,,,,,,
1138,1844-11-01,4.401,1.327,,,,,,
1139,1844-12-01,1.891,1.264,,,,,,
1140,1845-01-01,2.661,1.364,,,,,,
1141,1845-02-01,1.6269999999999998,1.226,,,,,,
1142,1845-03-01,4.651,0.882,,,,,,
1143,1845-04-01,8.158,0.731,,,,,,
1144,1845-05-01,10.433,0.772,,,,,,
1145,1845-06-01,12.863,0.631,,,,,,
1146,1845-07-01,14.319,0.725,,,,,,
1147,1845-08-01,13.556,0.561,,,,,,
1148,1845-09-01,11.234000000000002,0.536,,,,,,
1149,1845-10-01,7.781999999999999,0.652,,,,,,
1150,1845-11-01,5.194,1.155,,,,,,
1151,1845-12-01,1.7359999999999998,1.3430000000000002,,,,,,
1152,1846-01-01,3.213,1.47,,,,,,
1153,1846-02-01,3.3760000000000003,1.177,,,,,,
1154,1846-03-01,6.314,1.031,,,,,,
1155,1846-04-01,7.472999999999999,1.729,,,,,,
1156,1846-05-01,10.895999999999999,0.8440000000000001,,,,,,
1157,1846-06-01,13.53,1.143,,,,,,
1158,1846-07-01,14.923,0.737,,,,,,
1159,1846-08-01,14.121,0.765,,,,,,
1160,1846-09-01,11.738,0.716,,,,,,
1161,1846-10-01,8.229,0.8759999999999999,,,,,,
1162,1846-11-01,5.0440000000000005,1.0390000000000001,,,,,,
1163,1846-12-01,3.776,1.094,,,,,,
1164,1847-01-01,2.753,1.2690000000000001,,,,,,
1165,1847-02-01,3.602,1.383,,,,,,
1166,1847-03-01,4.046,1.5830000000000002,,,,,,
1167,1847-04-01,7.979999999999999,0.998,,,,,,
1168,1847-05-01,10.622,0.752,,,,,,
1169,1847-06-01,12.828,0.428,,,,,,
1170,1847-07-01,14.25,0.6,,,,,,
1171,1847-08-01,13.414,0.657,,,,,,
1172,1847-09-01,11.619000000000002,0.528,,,,,,
1173,1847-10-01,8.618,0.8440000000000001,,,,,,
1174,1847-11-01,5.574,0.778,,,,,,
1175,1847-12-01,1.7259999999999998,0.988,,,,,,
1176,1848-01-01,0.5100000000000002,1.341,,,,,,
1177,1848-02-01,3.726,1.4369999999999998,,,,,,
1178,1848-03-01,4.806,0.9670000000000001,,,,,,
1179,1848-04-01,8.11,1.054,,,,,,
1180,1848-05-01,10.579999999999998,0.584,,,,,,
1181,1848-06-01,13.247,0.583,,,,,,
1182,1848-07-01,14.466,0.613,,,,,,
1183,1848-08-01,13.268,0.7090000000000001,,,,,,
1184,1848-09-01,10.997,0.623,,,,,,
1185,1848-10-01,8.655,0.8370000000000001,,,,,,
1186,1848-11-01,5.29,0.748,,,,,,
1187,1848-12-01,2.099,0.96,,,,,,
1188,1849-01-01,1.941,1.308,,,,,,
1189,1849-02-01,2.638,1.345,,,,,,
1190,1849-03-01,5.3020000000000005,1.06,,,,,,
1191,1849-04-01,7.028,0.845,,,,,,
1192,1849-05-01,10.158999999999999,0.644,,,,,,
1193,1849-06-01,13.0,0.659,,,,,,
1194,1849-07-01,14.458,0.6779999999999999,,,,,,
1195,1849-08-01,13.603,0.902,,,,,,
1196,1849-09-01,11.093,0.568,,,,,,
1197,1849-10-01,8.889999999999997,0.733,,,,,,
1198,1849-11-01,5.7780000000000005,1.3130000000000002,,,,,,
1199,1849-12-01,1.923,0.9079999999999999,,,,,,
1200,1850-01-01,0.7490000000000001,1.105,8.241999999999999,1.7380000000000002,-3.2060000000000004,2.822,12.832999999999998,0.3670000000000001
1201,1850-02-01,3.071,1.275,9.97,3.0069999999999997,-2.2910000000000004,1.6230000000000002,13.588,0.414
1202,1850-03-01,4.954,0.955,10.347,2.401,-1.905,1.41,14.043,0.341
1203,1850-04-01,7.217,0.665,12.934000000000001,1.004,1.018,1.329,14.667,0.267
1204,1850-05-01,10.004,0.617,15.655,2.406,3.8110000000000004,1.347,15.507,0.249
1205,1850-06-01,13.15,0.614,18.945999999999998,2.8169999999999997,7.106,0.857,16.352999999999998,0.245
1206,1850-07-01,14.492,0.614,19.233,2.84,8.014,0.7859999999999999,16.783,0.23800000000000002
1207,1850-08-01,14.039,0.802,18.477,2.079,7.405999999999999,1.0859999999999999,16.718,0.28
1208,1850-09-01,11.505,0.675,15.846000000000002,2.6919999999999997,4.533,1.798,15.886,0.254
1209,1850-10-01,8.091000000000001,0.863,13.189,2.338,2.013,2.133,14.831,0.297
1210,1850-11-01,4.7330000000000005,1.149,11.388,3.491,-0.12,1.069,13.897,0.368
1211,1850-12-01,2.803,1.183,7.4929999999999986,1.925,-2.8070000000000004,2.594,13.3,0.37799999999999995
1212,1851-01-01,2.431,1.122,8.950999999999997,2.399,-2.443,1.771,13.245,0.36200000000000004
1213,1851-02-01,2.508,1.1,9.808,2.654,-1.507,2.714,13.331,0.361
1214,1851-03-01,4.192,0.971,11.507,2.037,-0.7000000000000001,1.611,13.897,0.33
1215,1851-04-01,7.286999999999999,0.8290000000000001,14.236,1.97,2.331,1.281,14.64,0.298
1216,1851-05-01,11.113,0.9359999999999999,15.010000000000002,3.1839999999999997,4.136,1.011,15.770999999999999,0.322
1217,1851-06-01,13.418,0.655,17.287999999999997,3.187,6.3740000000000006,1.13,16.496000000000002,0.261
1218,1851-07-01,14.531,0.606,17.102999999999998,3.7510000000000003,7.425,1.48,16.831,0.244
1219,1851-08-01,13.751,0.775,17.360999999999994,1.392,6.594999999999999,1.281,16.621000000000002,0.276
1220,1851-09-01,11.677,0.581,16.360000000000007,2.496,5.525,1.643,16.058,0.25
1221,1851-10-01,9.122,1.058,14.961,1.915,3.298,1.297,15.213,0.358
1222,1851-11-01,4.973,0.968,7.9510000000000005,1.8330000000000002,-1.345,1.527,14.161,0.344
1223,1851-12-01,3.14,0.982,6.436,1.949,-3.242,2.843,13.638,0.33899999999999997
1224,1852-01-01,2.3760000000000003,1.389,8.474,4.24,-2.7550000000000003,1.705,13.231,0.43799999999999994
1225,1852-02-01,2.54,1.115,8.568999999999999,2.737,-2.337,1.78,13.311,0.371
1226,1852-03-01,3.884,0.915,9.215,2.88,-2.491,1.4709999999999999,13.735999999999999,0.317
1227,1852-04-01,7.486999999999999,1.158,11.249,1.4909999999999999,0.6469999999999998,1.256,14.786,0.377
1228,1852-05-01,11.169,0.855,15.835,2.805,4.6240000000000006,0.971,15.899,0.298
1229,1852-06-01,13.164,0.636,17.759999999999994,1.925,6.705,0.6829999999999999,16.619,0.243
1230,1852-07-01,14.512,0.778,17.795,2.924,7.57,1.35,16.984,0.278
1231,1852-08-01,13.304,0.7659999999999999,17.567,1.8119999999999998,7.4289999999999985,1.222,16.566,0.27699999999999997
1232,1852-09-01,11.478,0.6890000000000001,16.665000000000006,1.4069999999999998,5.742000000000001,1.51,16.038,0.261
1233,1852-10-01,8.91,0.654,14.849,1.4980000000000002,2.813,0.963,15.178,0.25
1234,1852-11-01,4.593,0.693,12.009,4.373,0.736,1.48,13.948,0.26
1235,1852-12-01,3.785,1.371,10.780999999999999,3.339,-0.6390000000000001,2.204,13.782,0.4270000000000001
1236,1853-01-01,1.786,1.1079999999999999,8.972000000000003,2.461,-2.818,1.556,13.142999999999999,0.35600000000000004
1237,1853-02-01,2.228,1.492,8.29,1.535,-3.213,1.7830000000000001,13.362,0.457
1238,1853-03-01,4.078,0.9179999999999999,10.325,2.294,-1.966,1.494,14.033,0.306
1239,1853-04-01,7.540999999999999,0.8240000000000001,13.72,2.69,1.6549999999999998,1.15,14.919,0.28300000000000003
1240,1853-05-01,10.975,0.743,16.543000000000006,3.36,4.364000000000001,0.782,15.793,0.261
1241,1853-06-01,13.41,0.674,18.611,1.124,6.944000000000001,1.4180000000000001,16.455000000000002,0.24
1242,1853-07-01,14.645,0.659,18.923,2.0580000000000003,6.933,1.195,16.999000000000002,0.23800000000000002
1243,1853-08-01,13.953,0.723,19.308,1.2,7.273,0.879,16.789,0.25
1244,1853-09-01,11.71,0.7490000000000001,17.691000000000006,1.847,5.779,0.9279999999999999,15.942,0.259
1245,1853-10-01,8.535,0.546,14.757,2.451,1.85,2.2769999999999997,14.874,0.21100000000000002
1246,1853-11-01,4.783,0.868,11.269,2.15,-0.07599999999999996,1.2770000000000001,13.829,0.29
1247,1853-12-01,2.858,0.716,8.23,1.9709999999999999,-4.015,1.528,13.324000000000002,0.255
1248,1854-01-01,1.281,0.977,8.786,2.589,-3.5520000000000005,1.3619999999999999,12.982999999999999,0.313
1249,1854-02-01,1.9409999999999998,1.08,8.508,1.8630000000000002,-4.109,1.4669999999999999,13.248,0.342
1250,1854-03-01,4.698,0.789,10.469,2.1069999999999998,-1.413,1.517,14.089,0.267
1251,1854-04-01,7.622000000000001,0.674,13.402,2.16,0.5659999999999998,1.25,14.945,0.242
1252,1854-05-01,11.095,0.638,16.748,1.5130000000000001,4.184,1.306,15.793,0.233
1253,1854-06-01,12.829,0.5329999999999999,18.188,0.9640000000000001,6.4929999999999986,0.902,16.285999999999998,0.20600000000000002
1254,1854-07-01,14.692,0.85,20.426,1.8530000000000002,7.89,0.912,16.775000000000002,0.282
1255,1854-08-01,13.889,0.898,19.291,1.36,7.302999999999999,1.021,16.707,0.28800000000000003
1256,1854-09-01,11.514,0.552,17.357000000000006,1.1420000000000001,5.5539999999999985,1.22,16.098,0.21
1257,1854-10-01,9.763,0.9640000000000001,15.341,1.3119999999999998,3.033,1.229,15.378,0.309
1258,1854-11-01,5.745,0.7859999999999999,10.707,1.954,-1.406,1.635,14.123,0.261
1259,1854-12-01,3.457,1.167,8.506,2.583,-3.397,2.463,13.467,0.364
1260,1855-01-01,2.522,1.465,8.219999999999999,1.099,-3.125,1.699,13.384,0.442
1261,1855-02-01,2.9819999999999998,1.3219999999999998,7.604,3.083,-4.947,2.343,13.646,0.402
1262,1855-03-01,4.617,0.898,10.16,1.69,-1.865,1.338,14.172,0.294
1263,1855-04-01,8.58,1.034,13.709,1.024,1.1409999999999998,1.06,15.187,0.32799999999999996
1264,1855-05-01,11.186,0.799,16.77,0.6509999999999999,4.2860000000000005,0.866,15.822,0.267
1265,1855-06-01,12.984000000000002,0.79,17.642,1.197,6.476,1.2309999999999999,16.445,0.264
1266,1855-07-01,13.925999999999998,0.635,18.467,0.784,7.691,0.703,16.675,0.225
1267,1855-08-01,13.547,0.601,19.012,0.9570000000000001,6.930999999999999,1.345,16.685000000000002,0.214
1268,1855-09-01,11.140999999999998,0.638,17.078000000000007,0.741,5.499,1.531,15.829,0.226
1269,1855-10-01,8.443999999999999,0.778,14.26,2.029,2.3169999999999997,2.929,15.075,0.264
1270,1855-11-01,5.186,0.69,11.117,1.1179999999999999,-0.5170000000000001,2.963,14.118,0.24600000000000002
1271,1855-12-01,2.214,0.996,7.879,1.604,-3.4530000000000003,1.8559999999999999,13.215,0.322
1272,1856-01-01,2.76,0.752,7.297999999999999,2.331,-3.727,2.795,13.368,0.261
1273,1856-02-01,2.226,0.953,8.294,2.1109999999999998,-3.679,3.428,13.311,0.306
1274,1856-03-01,4.372,0.735,10.327,2.441,-2.241,2.56,13.957,0.252
1275,1856-04-01,7.750999999999999,0.57,14.387,1.399,1.242,1.025,14.945,0.217
1276,1856-05-01,10.53,0.915,16.704,2.209,3.945,0.8809999999999999,15.813,0.29600000000000004
1277,1856-06-01,13.495999999999999,0.778,18.326,1.2429999999999999,6.879,1.083,16.492,0.264
1278,1856-07-01,14.019,0.42200000000000004,18.349,1.4709999999999999,7.035,0.6779999999999999,16.675,0.185
1279,1856-08-01,13.021,0.866,18.386,1.284,6.767,1.754,16.39,0.285
1280,1856-09-01,10.948,0.884,17.21,1.294,4.864,1.222,15.640999999999998,0.289
1281,1856-10-01,8.087,0.759,14.128,1.9169999999999998,1.979,2.153,14.783,0.256
1282,1856-11-01,5.36,0.5770000000000001,10.349,1.4769999999999999,-1.433,1.484,13.856,0.21100000000000002
1283,1856-12-01,3.381,0.9179999999999999,7.885,2.4019999999999997,-3.33,2.279,13.321,0.3
1284,1857-01-01,1.821,0.924,6.642,4.164,-5.407,3.498,12.972,0.3
1285,1857-02-01,2.481,0.885,9.602,2.59,-1.92,1.912,13.385000000000002,0.29
1286,1857-03-01,4.312,0.8440000000000001,10.2,2.0469999999999997,-1.0710000000000002,2.391,13.916,0.278
1287,1857-04-01,6.826999999999999,0.5429999999999999,13.107,1.864,0.8799999999999999,1.1059999999999999,14.481,0.212
1288,1857-05-01,9.885,0.6809999999999999,15.6,1.975,3.639,0.7390000000000001,15.279000000000002,0.24100000000000002
1289,1857-06-01,12.610999999999999,0.7979999999999999,17.372,2.106,5.849,0.736,16.175,0.267
1290,1857-07-01,13.953,0.792,18.717,1.48,7.438,1.3519999999999999,16.477999999999998,0.266
1291,1857-08-01,13.203,0.795,18.194000000000006,1.1640000000000001,6.9979999999999976,0.927,16.459,0.266
1292,1857-09-01,11.056,0.672,17.223000000000006,1.133,5.146,1.4669999999999999,15.84,0.24100000000000002
1293,1857-10-01,8.198,0.726,14.558,2.017,2.881,1.5830000000000002,14.918,0.255
1294,1857-11-01,5.2360000000000015,0.636,10.527,3.003,-0.605,1.579,13.829,0.24100000000000002
1295,1857-12-01,3.515,0.7170000000000001,9.509,2.6069999999999998,-1.546,1.804,13.367,0.26
1296,1858-01-01,2.739,1.094,9.044,2.0669999999999997,-2.692,2.052,13.220999999999998,0.34700000000000003
1297,1858-02-01,2.2840000000000003,0.662,7.829,2.149,-4.1480000000000015,1.591,13.29,0.23600000000000002
1298,1858-03-01,4.834,0.757,10.44,1.837,-1.4700000000000002,1.325,14.044,0.255
1299,1858-04-01,8.25,0.6609999999999999,13.912,1.7409999999999999,1.041,1.479,14.967,0.239
1300,1858-05-01,10.850999999999999,0.624,16.258000000000006,2.225,3.8640000000000008,1.055,15.541,0.231
1301,1858-06-01,12.956,0.688,18.968,1.6219999999999999,7.0379999999999985,0.677,16.172,0.248
1302,1858-07-01,13.677,0.754,18.561,1.694,7.888,0.845,16.51,0.266
1303,1858-08-01,13.22,0.5579999999999999,18.261,1.8619999999999999,7.2639999999999985,0.88,16.489,0.21600000000000005
1304,1858-09-01,11.148,0.517,17.559,1.227,5.505,1.374,15.833,0.213
1305,1858-10-01,8.809999999999997,0.62,15.071,1.825,3.688,0.9209999999999999,15.114,0.24600000000000002
1306,1858-11-01,5.99,0.774,9.803,2.061,-0.6840000000000002,1.2890000000000001,14.134,0.276
1307,1858-12-01,2.444,0.688,8.49,2.13,-1.965,1.204,13.263,0.249
1308,1859-01-01,2.015,1.0070000000000001,8.074,1.7530000000000001,-2.7,1.295,13.058,0.326
1309,1859-02-01,2.611,1.0,8.968,1.791,-1.858,1.713,13.33,0.327
1310,1859-03-01,5.023,0.9159999999999999,11.16,1.37,-0.4580000000000001,1.035,14.104,0.312
1311,1859-04-01,8.542,0.617,14.225,2.009,1.4340000000000002,0.8640000000000001,15.197,0.24600000000000002
1312,1859-05-01,11.456,0.616,17.021,1.236,5.277,1.77,15.868,0.23800000000000002
1313,1859-06-01,13.142,0.514,18.285,2.2840000000000003,7.057,1.026,16.400000000000002,0.226
1314,1859-07-01,13.827,0.5670000000000001,19.444000000000006,1.9680000000000002,7.85,0.737,16.494,0.23399999999999999
1315,1859-08-01,13.217,0.46799999999999997,19.201,1.673,7.964999999999999,0.8490000000000001,16.45,0.205
1316,1859-09-01,11.079999999999998,0.365,16.483,1.839,5.422999999999999,0.873,15.589,0.204
1317,1859-10-01,8.834,0.638,14.235,1.945,2.968,0.9079999999999999,15.062000000000001,0.25
1318,1859-11-01,5.912000000000001,0.5720000000000001,10.972999999999999,1.5190000000000001,-0.014000000000000123,0.996,14.094,0.244
1319,1859-12-01,3.365,0.816,8.254999999999999,3.11,-3.4219999999999997,1.65,13.513,0.287
1320,1860-01-01,2.077,0.86,9.771999999999998,2.26,-2.059,1.59,13.17,0.294
1321,1860-02-01,2.632,0.75,8.747,2.3480000000000003,-3.232,1.188,13.424000000000001,0.275
1322,1860-03-01,3.494,0.87,11.821,2.164,-0.7140000000000001,1.146,13.714,0.302
1323,1860-04-01,7.76,0.46,13.511,1.7209999999999999,1.805,1.295,14.860999999999999,0.209
1324,1860-05-01,11.062,0.7440000000000001,16.822000000000006,1.139,4.792000000000002,1.094,15.758,0.276
1325,1860-06-01,13.271999999999998,0.5479999999999999,19.163,1.361,7.212999999999999,0.7659999999999999,16.338,0.24
1326,1860-07-01,14.203,0.47100000000000003,18.566,2.125,7.45,0.8590000000000001,16.737000000000002,0.221
1327,1860-08-01,13.765,0.503,18.984,1.5590000000000002,7.068999999999999,0.65,16.634,0.23399999999999999
1328,1860-09-01,11.892,0.535,16.892000000000003,2.219,5.5360000000000005,1.212,16.133,0.242
1329,1860-10-01,8.712,0.466,13.677,1.876,2.906,0.903,15.076,0.223
1330,1860-11-01,5.027,0.555,11.012,1.9709999999999999,-0.111,1.121,13.922,0.233
1331,1860-12-01,1.634,0.75,8.556000000000001,2.475,-2.5250000000000004,1.188,12.828,0.27699999999999997
1332,1861-01-01,0.4040000000000004,0.846,7.7429999999999986,2.125,-3.2560000000000002,1.7209999999999999,12.475,0.299
1333,1861-02-01,2.137,0.755,8.600999999999999,1.8619999999999999,-3.055,1.479,12.917000000000002,0.28
1334,1861-03-01,4.489,0.759,9.786,2.204,-2.0069999999999997,1.402,13.824000000000002,0.3
1335,1861-04-01,7.486999999999999,0.6990000000000001,12.772,1.435,1.3719999999999999,0.9990000000000001,15.017999999999999,0.29100000000000004
1336,1861-05-01,10.515999999999998,0.5379999999999999,15.401000000000002,2.279,3.858000000000001,0.887,15.489,0.27699999999999997
1337,1861-06-01,13.017,0.7979999999999999,19.299,1.078,7.391,1.3219999999999998,16.358,0.319
1338,1861-07-01,13.967,0.47700000000000004,19.37,1.53,7.803,1.286,16.547,0.261
1339,1861-08-01,13.656,0.5760000000000001,18.907,1.014,7.562999999999999,0.867,16.715999999999998,0.264
1340,1861-09-01,11.409,0.501,17.769000000000005,1.736,5.9879999999999995,0.9359999999999999,15.927,0.243
1341,1861-10-01,8.475,0.494,15.644,1.99,3.277,0.8490000000000001,14.905,0.244
1342,1861-11-01,5.707000000000002,0.48200000000000004,12.044,2.353,0.41,0.995,14.095,0.24
1343,1861-12-01,2.894,0.9159999999999999,8.945,1.29,-2.191,1.2209999999999999,13.337,0.324
1344,1862-01-01,0.685,1.105,7.360999999999999,2.394,-4.11,1.745,12.658,0.37799999999999995
1345,1862-02-01,1.7690000000000001,0.7120000000000001,7.407,2.7960000000000003,-4.346,2.057,13.192,0.295
1346,1862-03-01,4.485,0.6609999999999999,11.112,2.0,-1.314,1.149,14.044,0.284
1347,1862-04-01,7.322999999999999,0.8270000000000001,13.955,2.977,1.932,1.11,14.825,0.316
1348,1862-05-01,10.739,0.58,17.854000000000006,1.311,5.6750000000000025,1.496,15.708,0.26
1349,1862-06-01,12.86,0.535,18.539,1.8430000000000002,6.795,1.187,16.349,0.244
1350,1862-07-01,13.928,0.445,20.663,1.9980000000000002,9.21,1.8619999999999999,16.593,0.23199999999999998
1351,1862-08-01,13.188,0.504,19.605,1.258,8.085999999999999,1.3330000000000002,16.305999999999994,0.247
1352,1862-09-01,11.027999999999999,0.519,18.042,0.961,6.122999999999998,1.189,15.788,0.245
1353,1862-10-01,8.283,0.618,15.138,1.9609999999999999,3.245,1.0490000000000002,14.902000000000001,0.26899999999999996
1354,1862-11-01,4.792,0.7509999999999999,11.889,2.008,0.24399999999999994,1.5830000000000002,13.784,0.31
1355,1862-12-01,1.6230000000000002,1.01,9.402,2.597,-1.747,1.5719999999999998,12.732,0.3720000000000001
1356,1863-01-01,3.0340000000000003,1.228,8.462,3.188,-1.766,2.51,13.296,0.41700000000000004
1357,1863-02-01,3.253,1.099,8.908999999999997,1.653,-2.1100000000000003,1.393,13.634,0.389
1358,1863-03-01,4.682,0.7829999999999999,10.352,1.234,-0.853,1.3619999999999999,14.005999999999998,0.312
1359,1863-04-01,7.930999999999999,0.792,14.257,2.117,1.642,1.2309999999999999,15.01,0.319
1360,1863-05-01,11.081,0.687,16.999000000000002,2.396,5.9170000000000025,1.777,15.823,0.281
1361,1863-06-01,12.794,0.542,18.202,2.013,7.9250000000000025,1.462,16.224,0.266
1362,1863-07-01,13.765,0.642,18.095,1.943,8.307,0.89,16.575,0.301
1363,1863-08-01,13.294,0.523,18.408,1.931,7.8329999999999975,0.927,16.437,0.276
1364,1863-09-01,11.23,0.556,15.910000000000002,1.161,5.439,1.391,15.898,0.28300000000000003
1365,1863-10-01,8.235,0.521,13.944,1.375,3.282,0.7909999999999999,14.978,0.278
1366,1863-11-01,5.392,0.515,11.350999999999999,1.255,0.17499999999999993,1.319,13.992,0.287
1367,1863-12-01,2.651,1.088,8.55,1.828,-2.5860000000000003,1.09,13.356,0.387
1368,1864-01-01,1.551,0.8759999999999999,7.0710000000000015,1.5030000000000001,-3.848,1.7890000000000001,12.879,0.332
1369,1864-02-01,2.506,1.05,8.542,1.51,-2.8560000000000003,1.565,13.275,0.3720000000000001
1370,1864-03-01,4.651,0.767,11.747,1.8330000000000002,-0.7250000000000001,1.6880000000000002,13.99,0.307
1371,1864-04-01,7.515,0.622,13.395,1.09,1.665,1.374,14.83,0.29100000000000004
1372,1864-05-01,10.956,0.531,16.908,0.935,4.849,0.8390000000000001,15.850999999999999,0.282
1373,1864-06-01,13.365,0.73,18.457,1.541,7.9090000000000025,0.7609999999999999,16.490000000000002,0.285
1374,1864-07-01,14.162,0.57,18.831,1.3330000000000002,7.4129999999999985,0.846,16.715,0.256
1375,1864-08-01,13.434,0.5660000000000001,18.909,0.8740000000000001,7.5459999999999985,0.7979999999999999,16.494,0.25
1376,1864-09-01,11.37,0.546,17.063000000000002,1.188,5.721,0.9390000000000001,15.85,0.271
1377,1864-10-01,8.795,0.484,15.047,1.651,3.2460000000000004,1.6059999999999999,14.972000000000001,0.251
1378,1864-11-01,5.232,0.6990000000000001,12.502,1.611,0.6649999999999999,2.153,14.140999999999998,0.281
1379,1864-12-01,2.266,0.6759999999999999,8.555,1.04,-2.6630000000000003,1.547,13.271,0.276
1380,1865-01-01,2.975,0.956,8.841000000000003,1.331,-3.212,1.962,13.503,0.348
1381,1865-02-01,2.152,0.8320000000000001,8.911,1.17,-3.117,1.6059999999999999,13.505999999999998,0.32899999999999996
1382,1865-03-01,4.039,0.768,11.582,2.153,-0.5920000000000001,1.9180000000000001,13.914,0.32299999999999995
1383,1865-04-01,7.313999999999999,0.643,14.276,1.359,1.793,1.22,14.860999999999999,0.3
1384,1865-05-01,10.917,0.488,16.968,1.314,4.8740000000000006,0.81,15.755999999999998,0.27
1385,1865-06-01,13.214,0.586,19.022,1.301,7.508999999999999,0.612,16.414,0.27699999999999997
1386,1865-07-01,14.22,0.542,19.108,1.1340000000000001,8.163,0.983,16.749000000000002,0.292
1387,1865-08-01,13.58,0.535,19.111,1.74,7.594999999999999,0.698,16.657,0.287
1388,1865-09-01,11.797,0.5539999999999999,17.840999999999994,1.0390000000000001,5.789,1.3030000000000002,16.082,0.29
1389,1865-10-01,9.136,0.444,15.281,1.936,3.345,0.9079999999999999,15.157,0.28600000000000003
1390,1865-11-01,6.144,0.71,12.418,1.112,0.992,1.3840000000000001,14.101,0.316
1391,1865-12-01,2.6460000000000004,0.888,8.218,1.703,-2.5170000000000003,1.255,13.26,0.33299999999999996
1392,1866-01-01,2.932,0.861,8.187999999999999,1.395,-2.923,1.517,13.467,0.325
1393,1866-02-01,2.274,0.8540000000000001,9.636,1.18,-2.053,1.262,13.586,0.32799999999999996
1394,1866-03-01,4.421,0.711,10.824000000000002,1.328,-0.8809999999999999,1.148,13.95,0.309
1395,1866-04-01,7.914,0.531,14.889,1.224,2.084,1.248,14.713,0.267
1396,1866-05-01,10.898,0.5660000000000001,16.817,0.845,4.582000000000002,0.823,15.63,0.27899999999999997
1397,1866-06-01,12.853,0.4320000000000001,18.753,1.1740000000000002,7.077000000000001,1.008,16.596,0.258
1398,1866-07-01,14.602,0.44,20.369,0.715,8.183,0.721,17.06,0.259
1399,1866-08-01,13.532,0.629,18.947,1.031,7.087999999999999,0.8859999999999999,16.695,0.28800000000000003
1400,1866-09-01,11.527,0.496,17.508000000000006,1.401,5.807,0.9159999999999999,15.918,0.272
1401,1866-10-01,8.506,0.512,14.624,0.848,2.9939999999999998,0.91,15.062000000000001,0.28
1402,1866-11-01,5.8950000000000005,0.526,10.76,1.183,0.18200000000000005,1.5030000000000001,14.275,0.26899999999999996
1403,1866-12-01,4.152,0.7140000000000001,8.676,1.026,-2.9530000000000003,1.854,13.732000000000001,0.299
